words,sentiment_coeff
democrat,-1.0002764662912853
come,-1.0025076230704404
long,1.001758789379485
getting,1.0013761281941278
usa,-1.0022603485136357
congress,-1.0019968203999
everyone,0.9996342916524156
republican,1.0002788235173345
wonderful,-1.0039727947686217
life,1.001604179077439
last_night,-1.0035065101410316
remember,-1.0000634986159724
cont,-1.00337673475641
give,0.9997555529723509
nice,1.0016229920027975
says,-1.0033186158604823
call,-1.0051556645725184
last,1.0016672929742634
totally,0.9984190717048499
border,1.001511105222523
live,-1.000355058037741
great_job,1.0031315806482701
coming,-1.0007255382320994
beautiful,-1.0008358983838286
next,0.9990411128835017
tomorrow,-1.0006866160074737
yesterday,-0.9999014305371678
important,0.9999251261628217
russia,-1.0072406181261249
others,-1.0003637134177266
fbi,-1.001105809037541
believe,1.003112993512171
florida,-0.9987139990462478
soon,0.9989259976588949
poll,0.9998658534193113
wrong,1.0000911614769237
story,-0.9996517593580044
family,-1.0025948825700226
making,1.0017916316381414
things,-1.002588808792446
called,1.0030854609951692
nation,1.0006191214661555
endorsement,1.000980331141531
agree,0.9998088642734633
wants,1.0028063982506592
since,-0.9999088297143144
joe_biden,-1.0026718609322292
still,0.9986709708786043
please,1.0023964942564003
governor,-1.0033777310111287
obamacare,1.00125956847156
house,1.0012780405918353
looking,-1.0001020612463962
person,1.0016064390976531
success,1.0029004261340386
terrible,-1.0004855726018413
fact,-1.002059851562951
bill,-1.0018215112656799
end,0.9986688974039948
working,-1.0013735548426943
watching,-0.9990784989019837
happy,-1.0031422591162988
washington,-0.9991904234254393
political,-1.0000517341986437
debate,-1.0039668447700194
iran,1.0017821803841036
impeachment,-0.9994692528075899
proud,-0.9993314790205636
meeting,-1.0002343208019453
mexico,0.9985833220402609
speech,1.0000616166332328
already,0.9999088917997309
fight,1.0007095204981051
lost,1.0010265420489286
crime,-0.9999607111532793
crooked_hillary,0.9991080083581534
may,1.0012693773496861
pennsylvania,0.9989762979609192
office,1.00133721941528
government,-0.9990997962489756
enjoy,-1.001353501003059
incredible,-0.9990436424293084
clinton,-1.0001921221300225
leadership,1.002552713431436
total,-1.0025131425900684
administration,1.0010815587017945
iowa,1.0022067760271343
fantastic,-1.0063926786352209
including,1.0029110766121148
th,-0.9993160369887377
top,-1.0011539439509676
book,1.0074721437318204
smart,-1.0059642507174855
something,-1.0041639140732104
countries,1.0068551240072579
ratings,1.0027977949826348
sad,1.004352831201477
national,0.999187281913789
course,1.0035628558667737
start,-0.9996929950172939
together,1.0062157370474532
report,-0.9995619461587103
polls,1.000532774173461
without,-1.0019623340906094
fast,-0.9997614158414959
morning,0.9989264384977141
pay,1.0029109047077338
major,-1.0003999779170534
trying,-0.9990202407911465
use,0.9995323215851982
hillary,1.0018538005938977
votes,-0.9996673054710464
lot,1.0048451679371115
senator,1.0013932930067635
open,1.0029319913995187
team,-0.9993600538345753
continue,1.0001696314510105
massive,1.0002146642866898
read,0.9998935654160629
place,-1.003764301243493
yes,1.004573161451505
leader,-0.9996340833688726
talk,1.0013533700596913
thing,1.0014166175573207
everything,1.0026277763375289
told,0.9995483047609437
case,-1.0006011601905904
change,0.9987254090953314
saying,0.9994130198864626
left,0.9996543421126417
run_president,-1.0036596798271553
order,-0.9993791940067467
anything,-0.9990646329469373
times,1.0031245039386847
truly,-1.004520950127553
wall,0.999322558435718
protect,1.003347439180164
problem,0.9987684336933907
guy,-1.0026705501137125
yet,1.003423021747621
fake,0.9994333930011574
hard,-1.0022884902351823
needs,1.0037509221719954
american_people,-0.9997860353821084
leaders,0.998868634826549
trade,1.001309956224882
witch_hunt,1.0044728332334503
states,1.0031947883270629
texas,-1.0035280206057668
doesnnot,1.0008302393257706
stand,-0.9996223280816167
find,1.0007698382299675
anyone,0.9985069123901416
full,1.0047214103971378
corrupt,1.0024442910134814
act,-1.0010654469751408
bring,1.0012726310968434
city,-1.0002676697932231
week,1.00618136988721
tremendous,-1.0054959856124774
energy,0.9999233698669694
used,0.9999457776778145
numbers,-1.001646204084749
complete_total,1.005788929920603
winning,-1.0000658515200824
become,0.9987651867602086
actually,0.999073779807454
talking,1.001780725196576
million,1.0024254279231875
cnn,1.0000527978028138
great_state,1.0006303532873417
disaster,0.9997057171221524
little,-1.0002784662088526
hear,1.0051764234184977
home,1.000673646254602
radical_left,1.0003969873126828
happen,0.9984158855295125
gop,-0.9989909259615067
future,-0.9993632190542329
tell,-1.0039669339928365
running,1.0050713886126108
part,-1.00430436113925
high,1.0028974073208157
rally,-1.00012179119757
days,0.9996429660149752
almost,1.0019300284590387
looking_forward,1.004765645932138
women,1.0010785084278546
failed,0.999754555409662
respect,0.9998420083167718
candidate,-1.0048837730391587
john,-0.9989410515269186
hotel,1.001119244975391
cannot_wait,-1.0000928905682267
congressman,0.9990315027830086
join,1.0044887421435817
finally,-0.9995796760514872
party,-0.9999908693840447
power,-1.000701312655049
gave,-1.0017600943541731
apprentice,-1.0025473968344105
successful,-1.000170438649402
friend,-1.0049637321822413
hit,-1.0055178172514116
care,1.0026955417556198
greatest,1.0013005363589513
statement,1.0007044311302493
away,-0.9997825992239031
justice,-1.0023695266839467
lead,1.0022305445636424
isis,0.9992117368609579
despite,-0.9985101384801904
ohio,-1.0021835355493296
michigan,-1.0014768415889215
millions,-0.9999868869690569
building,1.0029364266496643
honor,-0.9993182042158434
voters,1.0012677612534902
great_honor,-1.0001236454275608
voting,1.0044721484101706
victory,1.0016367252599547
coronavirus,1.003609810711508
tough,-1.0036434590150538
stay,1.0000869577568388
badly,-1.0003019805090316
police,0.9999394796473654
around,-1.0050708949960436
attack,-1.000576566229237
night,-1.0019285719237967
safe,-1.0001093458364123
interesting,-1.000884075438971
given,1.0011498333929583
enough,0.9994846937338348
plan,1.0003604930762022
supreme_court,0.9991371405651132
absolutely,-0.9982699093261792
went,-1.004769717399009
nbc,1.0011549829766633
georgia,0.9998126614922417
knows,1.0006133573345455
california,0.999391684711857
economic,1.000683957103148
shows,-1.0005056327268433
war,-0.999057059526668
truth,-1.0018774030082285
game,1.0023594492635062
set,0.9998960767913889
entrepreneurs,-1.000426858972169
public,-0.9990440932394496
taking,0.9986167041370451
sure,0.9990695360661641
decision,-1.0025979163521266
star,-1.0015699745128097
fix,-0.9990427312715637
gets,-1.0000967670900378
thought,-1.0004610900913542
politics,1.002602488067471
sign,1.0004392206304715
hillary_clinton,1.001336714086448
joe,-1.0046713699322576
free,1.0006062359388492
special,1.0025943311578196
presidential,-0.9993462863996375
point,-1.0027233156998785
ask,1.0005767739133837
friends,-1.0031293933920666
season,1.0016121951400054
biggest,1.0012381845721785
race,0.9999785386963956
worst,1.0032406961398563
asked,1.0010477171412153
play,-1.0045061338534933
close,-1.0003858341799818
ready,1.0009437674174733
donaldtrump,1.0008858786396468
tariffs,-0.9984024819632064
failing,-1.0047022568362376
name,1.001564857289889
makes,-0.998639017388945
fraud,1.0016758879310281
paid,-1.0012276258984696
didnnot,1.0030085188336573
law_enforcement,0.9991316914483771
families,-0.9994630631227054
scotland,0.9992342169949312
fired,-1.0026309064552263
investigation,-0.9995235017526446
someone,-1.000596581704249
chance,-1.0039367987497292
zero,-0.9990194287235629
twitter,-1.0007916812593247
lies,-1.0002653678141085
shall,1.005297366730741
awesome,-1.0011793003667386
sleepy_joe,0.9996161735805247
hate,0.9989161761401546
good_luck,1.0076918595998798
schiff,-1.000632829494078
video,-1.0036939433899221
wisconsin,1.0010023569489208
signed,-0.9990739674973277
spending,1.000622875995435
look_forward,1.003272498281058
fighting,-1.0028328361021304
crowd,-1.001741606580233
phony,1.0012556848986436
check,0.9996152164665906
north_carolina,1.000200507669947
past,-1.0059554922394693
north_korea,1.0014262940003968
knew,1.0002241387592732
immediately,1.0001930150782081
tax,-0.9996874320082182
crazy,-1.0024868772213358
golf,-1.0038653571705056
problems,-1.0002027864272114
reason,-1.0027592014494684
try,0.9982275668609926
loves,-0.9997585055885291
heading,0.999472235301915
focus,-1.001971313243891
workers,-1.0007987030864895
released,0.9996602725356011
able,-1.0050496036727754
wonnot,-0.9997016690788184
law,1.0020747629182027
chicago,1.0001061670894573
along,-1.002723883744153
republican_party,1.0023880632893065
results,-1.0006727398906528
worse,1.0000272731236635
stupid,1.0045227714289997
celebrity_apprentice,-1.0014705214521107
oil,1.0046671118669424
mayor,-0.9993182997835883
ukraine,1.0014156765231725
co,1.0021661330061802
system,1.0021532531673432
speak,-1.0009078417447619
words,-1.000049391576403
illegal,-1.0007246213827292
started,0.9999574484944999
action,1.0011703958569236
federal,0.9995140143073481
healthcare,-1.0048161554002786
announced,-1.0002951471145918
early,1.0025888102894525
mueller,-1.0019637278588402
voted,-0.9994084882480333
iraq,0.9999672181713956
buy,-1.0021798202327443
breaking,0.9983615617053515
nancy_pelosi,1.0012954333956605
leaving,1.0030740864907055
gone,1.0023821701949742
lives,0.9997217981368153
fox,-1.0007504741046984
new_hampshire,1.0019450895792732
false,0.9986213995418876
control,-1.0005734040970233
nyc,0.9995516894107852
nobody,1.0005243484896587
destroy,-0.9988092417277191
court,0.9991713349769052
killed,0.9995671758754147
information,-0.9993827394912214
get_vote,1.0027147224330626
choice,-1.0002037203886756
easy,1.00041282364507
former,0.9986897565827062
number,1.0011630804759408
congrats,-1.0023702888154642
giving,1.0001829671622733
israel,-1.0009798813415767
farmers,1.0015250422800104
arizona,1.002293268483812
ridiculous,-0.9994233080278875
took,1.003120401565267
visit,-1.0002990652454016
veterans,1.0015183377168067
taken,-1.0022524325090996
press,-0.9996352702905875
mr,1.000929894937398
taxes,1.0029198018401606
wanted,-0.9991931639168217
bush,-0.9991185486891261
save,1.0012756157079703
based,0.9987744220783991
hoax,0.9989246255720191
entire,-1.0020752958331478
move,-1.0021010225160072
perhaps,1.0023582900459544
build,-1.00255747404852
event,-1.0022604459690818
follow,1.002620787963606
trump_tower,-1.0053687126256492
low,1.002270135123463
question,1.0033384055036858
second_amendment,-0.9999823781608554
learn,1.0008997725836302
please_run,1.001882503387867
vets,1.0024137365610917
possible,-1.001685260220605
stories,1.0024601252378402
working_hard,0.9989450427115236
less,0.9996037491951889
historic,1.0034857741185677
dangerous,1.0011012180335173
elected,-1.007272417533571
service,1.0019803900355462
hearing,-1.0012248118050329
immigration,-1.0049196246152556
wins,1.0015131460121767
companies,-1.0017130378279213
cut,-1.000399909149985
lie,-1.0027004617560846
general,-1.0037967855387626
security,1.0002917208225581
facts,-0.9992792329246217
fair,0.999205198195286
months,1.00438754971042
tuesday,-1.0008599183723716
syria,-0.9998226328371804
beat,1.0016131360196419
horrible,-1.0020213679252188
borders,-0.999192685894449
supporters,-0.9999551923320176
spoke,1.0036705438497902
lose,-1.0012876351361073
mind,-1.0020592273372142
$_billion,1.0067870918573645
stock_market,-1.000269411191243
children,-1.0011694620805442
weak,-1.0004713260850644
fire,1.0048151806499122
heard,-1.004216016311663
dead,-1.0017280174493801
sunday,-1.0012634192353729
st,1.0027734066086877
mess,1.0007400102567185
built,0.999819637391957
border_security,-1.0042286584938882
beginning,1.0033371488619043
comes,-1.0001751320462315
adam_schiff,-1.0019590786297774
allow,-1.000819455096072
especially,-0.9995438239764061
fun,-1.0002872877850333
continues,0.9989660177443951
evidence,1.0016814984390532
came,-0.9989810724578693
tv,-1.0044738742461858
turn,-1.0036249178304373
thinking,-0.9985772373006275
thousands,-1.0042285906703994
quickly,-1.0020843355768518
maybe,-1.0008356508910201
spent,1.003108255102626
watched,-0.9992104771045908
allowed,1.0016954655902879
least,1.001997183050066
no_collusion,1.0031230207914028
winner,-1.0022409349264365
saw,-1.0012060309983077
reporting,-1.0027663701188794
many_years,1.0015948305168558
favorite,-1.0032732461009228
asking,-0.9992638884039136
cost,-0.9996247155911695
using,1.00377698660281
second,1.005020328048034
seeing,1.0008501326271233
pass,-1.0028538265655123
politicians,1.0007733059825734
evening,-0.999114270260163
meet,-0.999040822149708
whistleblower,-1.0008800577698427
send,-1.0022914975674797
southern_border,1.0009945169829895
welcome,-1.000391352270163
champion,1.0007353880499978
monday,-1.001598924450826
killing,-0.9995368201228775
south_carolina,0.9999077243884513
virginia,0.9992751092951782
brought,-1.0010660874138957
stated,0.9990829594561901
highest,1.0037683142783735
seen,-1.0001272144207325
new_book,1.0043299339511431
fully,1.0029400667710016
dishonest,1.0024271784017382
freedom,-1.0017691741355306
huge,0.9999274366428401
instead,-1.003209654080996
weekend,1.0009926290957005
chinese,1.001367609367221
pres,-1.0027306186037634
mark,-0.9996005199616869
losing,-1.003983821947801
comey,0.9986780267693731
&_amp,0.9992220955946343
wish,1.0053926986987298
cruz,-1.0005653658628535
process,0.9993595426829278
speaking,1.0016869198760465
three,0.999605735957567
small,-1.0033364240325
happening,-1.0004084949569794
god_bless,1.0025706084200017
pelosi,1.0030399491814816
found,1.0019060635289467
debt,-1.00081627745711
agenda,0.9995183370547066
side,-0.9989342555006018
corruption,0.9994083628502076
word,1.0006249615435763
starting,-1.0021346106887212
loved,1.0001637360163984
across,-0.9991965162542821
playing,1.0000151188784296
national_security,-1.0009140639581924
prime_minister,1.0000965458888171
tice,-1.005190797273587
old,0.9988016090585528
interviewed,1.002354682691321
legal,-0.9996714126735917
mike,-1.00175210297971
questions,-1.0025465342665594
feel,1.0004945670738683
leave,1.0014796608394754
god,0.9993288096075881
via_donald,0.9995015086023459
primary,-1.0008888384985841
$_million,1.0037559193791774
much_better,0.9993639923985718
release,1.0014309455423627
potus,1.0047289363085834
calls,-0.9995122736574297
members,1.0013089818617855
no_longer,-1.0051013100432873
listen,1.0024013184054232
face,-1.0017605092505544
etc,0.9996666159863153
paying,-1.0011166230582107
unfair,-1.000610178780493
leading,1.0044116694590852
terrific,-1.0019286113210617
happy_birthday,-1.001833484305348
looks,1.0036648995552813
unemployment,0.9990793442382652
probably,-1.0018876781186554
means,-0.9998334553142295
large,-1.0020382532053371
happened,0.9991327781311271
golf_course,-1.0007511677206826
black,1.0012303767891584
hopefully,-1.0004736556271803
everybody,-1.0029092384186833
scam,1.00051092681384
looks_like,0.9997685337395793
fed,-0.9992947510762545
understand,1.001849933985869
list,-1.00024585811919
sir,-1.0002548252804246
helping,-0.9991154470214211
peace,0.9987554429123707
miss,-1.0057006386897687
positive,-1.0003595274318566
hurricane,1.0040211775651169
line,0.9990165550947726
young,0.9991214075189231
behind,1.000484751102882
isnnot,0.9996920673517145
plus,-1.0016119884158263
covid,1.000562546218743
group,1.000290266594966
whole,-1.0006722814451203
ted_cruz,1.000983627607769
nevada,1.001334981440039
points,1.0025230847105286
played,-1.0002446422391562
complete,1.0037530606419032
melania,-0.9989099975072947
safety,-0.9996543167517742
easily,1.001193612299286
answer,1.0022661565697917
reported,-1.004004022500767
sorry,-0.9999290607278468
television,-0.9988311253583809
agreed,0.9998250699834498
gives,1.0006819920329235
late,-1.0017034550005
loser,0.9991883960575493
calling,-0.9995745802824304
policies,-1.0048232414240266
michael,1.001917305406919
alabama,1.0028849812545906
military_vets,-0.9993487301923051
son,-0.9993154118847187
ballots,-0.9999971655207046
received,-1.0039877915258617
wife,-1.0009770162164393
excited,1.004964784003569
testing,1.0025652952904998
worth,1.0006764208325296
head,1.0019888835576385
clear,1.0028261122888713
standing,0.9994536586023851
interview_discussing,-1.002050884926485
dem,1.0043656041473676
met,-1.0008597552491134
nothing_democrats,-1.00112023859244
father,-1.0042525409414722
years_ago,1.0013401972340552
response,-1.0012900194196301
putting,-1.0018529045390985
judge,-1.0032036155836324
foreign,-1.0022517143741563
except,-1.0036162601697523
first_time,0.9995528165016063
incompetent,0.9995084755866045
message,1.004716194604967
art_deal,1.0000730796024069
david,0.9992208136870907
goes,1.0011228314283542
lawyer,1.0007251244643447
boring,0.9996159879845735
presidency,1.0003663340017472
final,-1.0010274641890604
needed,1.0021840462295355
exciting,-1.0001134841242036
force,-1.00528273903762
potential,-1.0028147997756804
rate,-1.0011749827125498
illegally,-1.0023503868582537
rep,-1.0001923014640597
policy,0.998892898165676
price,-1.0021219878420249
school,1.005727404074363
ago,1.0041854977565132
four,1.0008171924598843
deals,1.001102558303553
jeb,1.0019905826155608
rather,0.9994405291412588
sick,1.001437824833974
opening,-1.0024052945376303
budget,-1.0005686174583217
records,1.0031190825623637
situation,-1.0014087804679372
decades,1.0022486624072626
either,1.0067699182790606
hours,0.9996678054963642
global_warming,-1.0031739575413539
forced,1.0004676764329752
louisiana,1.0002706935697514
men_women,1.0002479486206608
officials,0.9996377281950084
jim,1.0039698971720363
collusion,1.002737544313637
news_conference,1.0011120553925428
hand,1.000934279527928
credit,1.0021038246254326
let_us,-0.9991836294441891
defense,-0.9992108773435544
woman,0.9994272602388969
negative,-0.9997245253001185
reading,-1.0029954180652083
lied,-1.0013826784772446
troops,1.0055933275013644
ny,-1.002727204631555
angry,1.0001140505314843
company,1.0029647272635105
post,1.0033320193018571
tweets,-1.0027046206757328
convention,0.9996250168370502
strongly,-1.0011806461415347
discuss,1.001489125421293
honored,1.0040567608528257
waiting,-0.9999601897675825
disgrace,-0.9993821297408447
november,0.9984291894277509
candidates,-1.000362775107099
cover,1.00199750715559
great_guy,1.0031942104344442
canada,-1.00479384564467
club,1.0010932734187539
increase,1.000851560253065
highly,0.9988421822198496
defend,1.000199133496786
tried,1.0006260924149906
ahead,-1.0017793728402
takes,-1.0006642732367168
poor,-1.0026275659572594
pathetic,1.0010973818497448
county,1.0024132711011622
conservative,-0.9987679633213037
kind,-1.0020692466665593
ad,1.0033746942107689
tweet,-1.0017188656764846
rest,1.0003517421797734
funding,1.0020111516709174
country_needs,-1.0058860765112632
talks,1.000932613002101
worked,0.9994456404227405
sent,1.0015579090881384
staff,-1.0033525509368535
tax_cuts,0.9991576820491347
dumb,1.0010414181324079
illegal_immigration,-0.9987409488518612
turned,1.0088604042108136
powerful,1.0036494614974552
laws,-1.0010017831699953
hurt,1.0037936390255369
advice,1.0022198799049447
friday,1.0010726128035181
serious,-0.9991431620450302
heroes,-0.9995780744999639
committee,-0.9995439568921841
failure,1.0009470654923713
dc,1.0012176148450476
cases,-1.0016705061320659
fox_news,1.0030082809607759
liberal,0.9988103078052575
crisis,-0.9989245441477842
opportunity,1.0032686854130355
charge,0.9992775989310715
imagine,-1.0017620968199907
program,1.0019521685834292
scandal,1.00165645924891
article,1.0073915396975381
minutes,1.001102839309838
sadly,-1.000031186950843
rubio,1.0004693662030768
hold,-1.0015220859292748
create,-1.0084162134176111
obama_administration,1.000298271746493
japan,-0.9993553310921695
lying,1.0057939788573056
perfect,1.0024357516206823
interest,-0.9989222404275158
created,-1.0029156884150527
minnesota,-1.001435022303987
strength,-1.0025107096001853
intelligence,0.999811175995871
trial,-0.998409432882747
excellent,1.0020909123773447
drug,1.0022724850732068
rigged,-0.9995392018776778
market,1.0001590742308695
exactly,0.9991743972681603
%_approval,1.0023605130543392
russian,1.0024341161093715
month,-1.0007586139453253
shot,1.0031906448683903
center,-0.9989680722242466
federal_government,-1.0007333767947908
anti,-1.0001187708306178
air,1.0017093456543675
health,-1.0021110718343562
rules,1.0028546549070911
death,-1.003767651672815
hits,-0.9997646830643964
moving,-1.0041630903113141
growth,-0.9986232828940685
trust,1.0020299963439572
america_needs,1.0030350729003341
citizens,-0.9997762361454818
proven,1.0009297667424997
⁦_⁩,1.0020212959032198
dollars,0.9995477266344124
matter,-1.0016514634518705
joke,-0.999915829562544
work_hard,-0.9993343962510155
address,-1.0046852083023752
steve,1.0007877829496152
else,-1.0016731554296705
magazine,1.0012634439104104
view,1.0009748444178213
france,0.9995298253494876
honest,0.9989202377027829
different,-1.000543054046664
ebola,-0.9995414391368789
nd,1.0022943725580535
america_great,0.9983747109179169
chris,0.9994248715577561
dnc,1.0025603872881592
forward,1.0002717416208207
prices,-0.9986281219368128
bernie,1.0014929982545628
written,-1.003354722173189
effort,1.0017596808859877
community,1.0022920531445019
simple,-1.0054873833592148
passed,-0.9989554977352563
term,1.000409076554005
meetings,-1.000218005902716
k,1.0012215895897378
mean,0.9992361228215427
wonder,-0.9985867220470014
lower,0.9991769195413103
–_think,-1.0002145096762896
relationship,1.001377858706759
secretary,-1.0036681785397625
=,0.9997616349519639
trump_international,-1.0013730399375504
stronger,-1.0049226625419256
water,0.9987620974574837
private,1.001474474915364
lots,1.0012047461015434
completely,1.0028456698854478
brilliant,1.0010222772005053
issue,-1.0033397987526202
daca,-1.0030648626801055
cast,1.0001724489464383
sending,-1.0018098253407457
recent,1.0010497239600826
long_time,-1.0000140115289762
afraid,-0.9999604209266282
racist,1.0006951483876927
short,-0.999038486327869
outside,1.000518622925307
ads,-0.9991636255262828
https,1.0019767139411173
latest,1.0003008050542652
drugs,1.0011861815922276
changed,1.001627876268972
anyway,1.002656045465445
correct,-1.0023126431990526
anymore,-1.0027497385836024
politician,1.0016432152430272
official,0.9982876507731229
courage,-1.0011890955962095
movement,-1.0014958866199555
witnesses,1.0008462902477429
held,0.9989172654256319
led,-1.0017229931618152
trade_deals,0.9994538169857476
defeat,-1.000819617101707
named,1.0005813303310656
thx,1.0020276801234476
among,1.00073032733351
deliver,-1.0015245849501921
oh,1.00133197829512
chairman,1.0046415827046933
reports,-1.0028335068168057
@,0.9995912990363314
cuts,-1.00243740698026
miami,-1.0030566108094772
necessary,-1.0003738555468744
host,-1.0051126579234146
discussing,1.0009698376731622
brave,0.9998265677736737
law_order,1.0010458956711947
think_big,1.0000628665380826
agreement,1.0030853246212217
pro,-1.002403026186395
lamestream_media,-0.9996388001580224
las_vegas,1.002130777622882
financial,1.0002869603128588
two_years,-1.0031487452738688
nations,-1.0003766640209626
rich,1.0011510067187575
weeks,-0.9997301645985236
helped,1.0007759056724732
level,-0.9994474373220581
fan,-1.0005784187287488
class,0.9993254703162332
idea,-1.0010556085480606
higher,1.0015443441128768
*,-1.0007761193614442
director,-1.00147518949732
charity,0.9990683136579194
saturday,1.0030498097744807
heart,0.9987659681627982
step,-1.004300896581061
key,-0.9990138612382773
nd_amendment,1.0011252105216089
bringing,-1.0016962840582597
caught,1.00181415253502
plans,-1.0019979678615323
strong_crime,0.9997142923106485
five,1.0044903446374294
often,1.0060368614145827
ice,-1.0038636791100448
europe,-0.9993122756941177
request,1.0023792959722175
opponent,-1.0007428088454384
wh,-0.9983382809626425
sources,-1.0008506332639435
views,-1.0001289023496738
project,-1.0003841161280775
ties,1.0000964579292835
keeping,-1.004088938749159
apologize,-1.0019198500217332
confidence,1.007033283689104
make_sure,1.000385515683946
billion_dollars,1.0018133844778263
cities,1.0049140289098946
✅,-0.9989485065660213
fine,-1.0019791071134754
non,1.0003690570798804
nuclear,-1.0024189149563594
seriously,0.9992363223089008
glad,1.0012679600819934
fall,-1.0009322717070557
return,-1.0001747222674189
losers,1.0000403383461192
conversation,-1.0006983276752874
focused,0.9992340139521054
saved,1.0007664868489177
terrorists,-1.0022604621484452
usmca,-0.9996456031996781
thursday,0.9993896624038765
episode,-0.999470450204831
threat,-0.9997699710015798
dinner,1.006020405496253
seems,-1.0039294460464414
congressional,1.0036034245478709
mention,-1.0021772512069413
colorado,-1.0021723122449506
never_give,1.0058688337031976
room,1.0024451824724894
rod,-1.001164428845936
mueller_report,1.002430409699644
james_comey,-1.0028807185345456
half,-0.9997497767263479
known,1.0003206449519384
small_businesses,-1.000920074719759
local,1.0032805580052204
fraudulent,0.9988554991058785
experience,1.0009864298178959
pa,1.0023713958412457
approval,-0.9989251396783734
ballot,1.0050416744344857
last_week,-0.9996629119759777
un,-1.0044418252157243
really_bad,-1.0010231713033877
every_day,1.0021225480686955
missed,1.0002656380395165
remarks,1.0001855266720319
george,-1.0025394456545538
kentucky,-1.0036989792428168
pick,-1.0021646523869197
establishment,-1.0034474055015883
elections,1.002650706866943
majority,1.0001925048461207
hunt,0.9997737916459563
et,-1.0011726484163852
getting_ready,-1.0001781719755283
attorney_general,-1.0031160667734247
criminal,-0.9996401366407561
pushing,-1.0015307234966444
books,1.0022790219661937
ran,1.0005624106282727
infrastructure,0.9995043953927866
attacks,1.0005896740549987
robert,1.0031222121916512
celebrate,0.9993069920427904
front,1.0016777464224844
announce,0.9990577620583656
hands,1.0044115431232068
macy,-1.0005486706318685
whatever,1.0027940180223742
portland,0.9985195582359523
never_let,-1.00014812224642
impeachment_hoax,-1.000752733931869
reform,1.0014680792121013
tom,-1.000170585519864
emails,-1.0026898963549968
billions_dollars,0.9993795353153079
whose,-1.0006324289679445
beyond,-1.0023364823939134
approved,1.0007273064872106
crooked,-1.0019819565991208
demand,-1.0037832936445013
putin,1.0030403200212554
turkey,-1.0022186903800097
reality,-1.0018096375795342
jeb_bush,-1.000582762304806
available,-1.001468556999574
expected,-1.0016501374018223
reporter,1.0074043062569948
clean,1.0009931229154567
mistake,-0.9995601133930121
lightweight,-0.9980672219560479
nato,1.0052444201820112
respected,1.0018504355989355
field,-1.0017315464593348
